page,region_id,label,selected_engine,confidence,selection_reason,crop_path,selected_text
page_0016,page_0016_raw_0197,text,paddleocr_colab_rec_texts,0.9506,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0197.png,١كل بيان غير صحيح يقدم عن سوء نية للتسجيل أو للقيد في سجل التجارة / يعاقب مقدمه بغرامة تتراوح بين ١٠٠٠ ألف و٥٠٠٠خمسة آلاف ليرة / سورية وبالحبس من شهر واحد إلى ستة أشهر، أو بإحدى هاتين العقوبتين / ولا يحول ذلك دون العقوبات التى يمكن الحكم بها وفاقاً للقوانين الخاصة ولقانون / العقوبات من أجل الجرائم الناشئة عن البيان غير الصحيح / ٣وللمحكمة الجزائية التى تصدر الحكم أن تأمر بتصحيح البيان المشار إليه ع
page_0016,page_0016_raw_0194,text,paddleocr_colab_rec_texts,0.9312,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0194.png,١ـكل بيان غير صحيح يقدم عن سوء نية للتسجيل أو للقيد في سجل التجارة / يعاقب مقدمه بغرامة تتراوح بين ١٠٠٠ ألف و٥٠٠٠ خمسة آلاف ليرة / سورية وبالحبس من شهر واحد إلى ستة أشهر، أو بإحدى هاتين العقوبتين
page_0016,page_0016_raw_0196,text,paddleocr_colab_rec_texts,0.9471,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0196.png,٢ـولا يحول ذلك دون العقوبات التى يمكن الحكم بها وفاقاً للقوانين الخاصة ولقانون / العقوبات من أجل الجرائم الناشئة عن البيان غير الصحيح
page_0016,page_0016_raw_0195,text,paddleocr_colab_rec_texts,0.9587,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0195.png,٣وللمحكمة الجزائية التي تصدر الحكم أن تأمر بتصحيح البيان المشار إليه على / الوجه الذي تعينه
page_0016,page_0016_raw_0188,paragraph_title,easyocr,0.8588,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0016\page_0016_raw_0188.png,المادة ٤
page_0016,page_0016_raw_0203,text,paddleocr_colab_rec_texts,0.9542,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0203.png,١البيانات المسجلة سواء أكانت اختيارية أم إجبارية، تعتبر نافذة في حق الغير / اعتباراً من تاريخ تسجيلها / ٢ـولا يحول تطبيق العقوبات المقدمة دون نفاذ القاعدة المنصوص عليها بالفقرة / السابقة
page_0016,page_0016_raw_0189,text,paddleocr_colab_rec_texts,0.934,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0189.png,١البيانات المسجلة سواء أكانت اختيارية أم إجبارية، تعتبر نافذة في حق الغير / اعتباراً من تاريخ تسجيلها
page_0016,page_0016_raw_0191,text,paddleocr_colab_rec_texts,0.9416,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0191.png,٢ولا يحول تطبيق العقوبات المقدمة دون نفاذ القاعدة المنصوص عليها بالفقرة / السابقة
page_0016,page_0016_raw_0190,paragraph_title,easyocr,0.9849,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0016\page_0016_raw_0190.png,المادة
page_0016,page_0016_raw_0186,text,paddleocr_colab_rec_texts,0.9445,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0186.png,كل شخص طبيعي أو اعتباري يدعي بصفته التجارية أمام المحاكم أو يراجع / لمصلحته بالصفة ذاتها الدوائر الإدارية أو المؤسسات العامة، لا يسمح ادعاؤه ولا / تقبل مراجعته ما لم يكن مسجلاً في سجل التجارة
page_0016,page_0016_raw_0187,number,paddleocr_colab_rec_texts,0.647,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0187.png,١٧
page_0017,page_0017_raw_0210,paragraph_title,easyocr,0.6879,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0017\page_0017_raw_0210.png,المادة ٢
page_0017,page_0017_raw_0205,text,paddleocr_colab_rec_texts,0.9549,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0017\page_0017_raw_0205.png,١ تفصل محكمة البداية المدنية في المحافظة التي يوجد فيها سجل التجارة، في / كل خلاف يقع بين أمين سجل التجارة وأصحاب العلاقة، بقرار يتخذ في غرفة / المذاكرة، وعليها إصدار قرارها خلال شهر من تاريخ الادعاء
page_0017,page_0017_raw_0206,text,paddleocr_colab_rec_texts,0.9436,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0017\page_0017_raw_0206.png,٢يخضع قرار محكمة البداية المدنية للطعن بطريق الاستئناف وعلى محكمة / الاستئناف أن تفصل فيه بصورة نهائية وبقرار غير قابل للطعن يصدر خلال / ثلاثة أشهر من تاريخ تقديم الطعن
page_0017,page_0017_raw_0211,image,paddleocr_colab_rec_texts,0.4917,image_label_treated_as_text_container_paddle_kept,layout_output\raw_box_crops\page_0017\page_0017_raw_0211.png,رة / ل / لعل / ي ي لي
page_0017,page_0017_raw_0215,text,easyocr,0.9997,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0017\page_0017_raw_0215.png,المتجر
page_0017,page_0017_raw_0214,figure_title,easyocr,0.9863,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0017\page_0017_raw_0214.png,المادة ٤٣
page_0017,page_0017_raw_0208,text,paddleocr_colab_rec_texts,0.9446,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0017\page_0017_raw_0208.png,المتجر مجموعة عناصر مادية وغير مادية تهدف إلى مارسة مهنة تجارية / يشتمل المتجر مبدئياً على الاسم التجاري والعنوان التجاري والشعار وحق / الاتصال بالزيائن وحق الاستئجار المنصوص عليه فى قوانين الإيجار الخاصة / وتعديلاتهاء، والتجهيزات والعدد الصناعية والأثاث والبراءات والإجازات والرسوم / والنماذج، ما لم يستثن بعض هذه العناصر من محتويات المتجر بالنص على / ذلك في سجل المتجر أو في العقود الواردة عليه
page_0017,page_0017_raw_0212,figure_title,easyocr,0.8875,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0017\page_0017_raw_0212.png,المادة ٤ ٤
page_0017,page_0017_raw_0209,text,paddleocr_colab_rec_texts,0.9421,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0017\page_0017_raw_0209.png,١إن حقوق صاحب المتجر على مختلف عناصره تتظمها القوانين الخاصة بهذه / العناصر والمبادي الحقوقية العامة / أما المتجر كمجموعة فيخضع لأحكام هذا القانون
page_0017,page_0017_raw_0213,text,paddleocr_colab_rec_texts,0.9556,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0017\page_0017_raw_0213.png,٢ـأما المتجر كمجموعة فيخضع لأحكام هذا القانون
page_0017,page_0017_raw_0207,number,paddleocr_colab_rec_texts,0.6945,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0017\page_0017_raw_0207.png,١٧
